date,n_nodes,n_edges,total_volume,avg_degree,avg_clustering
2017-03-26,1168.0,958.0,134788.03453981807,1.6404109589041096,0.0
2017-03-27,1175.0,944.0,155522.91250653204,1.6068085106382979,0.0
2017-03-28,1189.0,969.0,112030.68938476668,1.6282590412111018,0.0012054948135688253
2017-03-29,1207.0,961.0,205262.37237075722,1.592377796188898,0.001380834023750345
2017-03-30,1304.0,978.0,196405.72367740644,1.5,0.0
2017-03-31,1288.0,974.0,196631.98508139604,1.5124223602484472,0.0
2017-04-01,1149.0,944.0,118336.11592078983,1.6431679721496955,0.0
2017-04-02,1222.0,966.0,172456.858618021,1.5810147299509,0.0
2017-04-03,1244.0,966.0,157518.59058564308,1.5530546623794212,0.0
2017-04-04,1238.0,978.0,156469.9025523631,1.579967689822294,0.001884760366182014
2017-04-05,1201.0,972.0,137087.46104381245,1.6186511240632806,0.0
2017-04-06,1344.0,986.0,295701.7737841507,1.4672619047619047,0.0
2017-04-07,1207.0,955.0,105045.02479346044,1.5824357912178957,0.0024855012427506215
2017-04-08,1174.0,970.0,91125.45299578598,1.6524701873935264,0.0
2017-04-09,1126.0,957.0,118083.23602373508,1.699822380106572,0.0
2017-04-10,1193.0,969.0,166479.24640115091,1.6244761106454317,0.0
2017-04-11,1171.0,954.0,116406.97884910686,1.6293766011955593,0.0
2017-04-12,1219.0,977.0,132702.7807630964,1.6029532403609517,0.0
2017-04-13,1256.0,979.0,108811.6755205061,1.5589171974522293,0.0
2017-04-14,1169.0,973.0,92864.65811878466,1.6646706586826348,0.0025662959794696323
2017-04-15,1191.0,978.0,34376.410601366326,1.6423173803526447,0.0
2017-04-16,1115.0,951.0,26981.5866997326,1.705829596412556,0.0
2017-04-17,1197.0,978.0,31744.35641382378,1.6340852130325814,0.0
2017-04-18,1199.0,976.0,103902.12632474076,1.628023352793995,0.0
2017-04-19,1195.0,977.0,148760.84341414907,1.6351464435146443,0.0
2017-04-20,1246.0,977.0,162792.34491343558,1.5682182985553772,0.0
2017-04-21,1163.0,960.0,87363.08260919635,1.650902837489252,0.0
2017-04-22,1171.0,970.0,128735.97269667039,1.6567036720751493,0.0
2017-04-23,1156.0,956.0,125981.34074876588,1.6539792387543253,0.0
2017-04-24,1216.0,983.0,142285.31739230544,1.6167763157894737,0.0
2017-04-25,1218.0,984.0,92645.87821674562,1.6157635467980296,0.0
2017-04-26,1198.0,969.0,96274.31585102252,1.6176961602671118,0.0
2017-04-27,1322.0,991.0,191239.05887607695,1.4992435703479576,0.0
2017-04-28,1275.0,983.0,202478.15646221966,1.5419607843137255,0.0
2017-04-29,1237.0,974.0,229811.7148255089,1.5747776879547293,0.0
2017-04-30,1255.0,972.0,182305.31904852096,1.549003984063745,0.0
2017-05-01,1270.0,985.0,304761.7563371939,1.5511811023622046,0.0
2017-05-02,1264.0,982.0,210077.60475199157,1.5537974683544304,0.0
2017-05-03,1254.0,982.0,278958.7052957305,1.5661881977671452,0.0
2017-05-04,1350.0,983.0,222480.24952471902,1.4562962962962962,0.0
2017-05-05,1329.0,986.0,250569.9330112377,1.4838224228743415,0.0
2017-05-06,1286.0,990.0,164958.04003331732,1.5396578538102643,0.0
2017-05-07,1282.0,986.0,208089.90181584348,1.5382215288611545,0.0
2017-05-08,1329.0,989.0,216623.78650926007,1.488337095560572,0.0
2017-05-09,1326.0,986.0,184297.3066619293,1.4871794871794872,0.0
2017-05-10,1275.0,979.0,262435.8488604359,1.5356862745098039,0.0
2017-05-11,1319.0,980.0,222248.49193034077,1.4859742228961335,0.0
2017-05-12,1279.0,978.0,200342.3585941125,1.529319781078968,0.0
2017-05-13,1253.0,974.0,144848.45927368733,1.5546687948922586,0.0
2017-05-14,1236.0,977.0,135677.05917095212,1.580906148867314,0.0
2017-05-15,1252.0,980.0,178663.2979631587,1.5654952076677315,0.0
2017-05-16,1295.0,990.0,236514.16796540946,1.528957528957529,0.0
2017-05-17,1267.0,980.0,100516.33590441175,1.5469613259668509,0.0
2017-05-18,1325.0,984.0,92134.23169634257,1.4852830188679245,0.0
2017-05-19,1329.0,981.0,84529.30953026228,1.4762979683972912,0.0
2017-05-20,1296.0,980.0,82034.2688859883,1.5123456790123457,0.0
2017-05-21,1294.0,975.0,106534.62796841019,1.5069551777434311,0.0
2017-05-22,1323.0,978.0,193991.34354227062,1.4784580498866213,0.0
2017-05-23,1337.0,984.0,103993.04055114515,1.4719521316379955,0.0
2017-05-24,1356.0,985.0,147579.0713704045,1.452802359882006,0.0
2017-05-25,1349.0,985.0,89446.45793282191,1.4603409933283913,0.0
2017-05-26,1354.0,970.0,101926.87391553781,1.4327917282127032,0.0
2017-05-27,1298.0,976.0,102621.30018282065,1.5038520801232667,0.0
2017-05-28,1248.0,962.0,58847.98187637235,1.5416666666666667,0.0
2017-05-29,1282.0,969.0,100296.47247293696,1.5117004680187207,0.0
2017-05-30,1319.0,990.0,83263.86862774834,1.5011372251705837,0.0016426585797321201
2017-05-31,1359.0,993.0,97787.34768717313,1.4613686534216335,0.0
2017-06-01,1389.0,989.0,112773.21968147231,1.424046076313895,0.0
2017-06-02,1353.0,982.0,114826.32099772777,1.451589061345159,0.0
2017-06-03,1375.0,988.0,106404.87304909043,1.4370909090909092,0.0
2017-06-04,1331.0,997.0,97089.14277548432,1.498121712997746,0.0
2017-06-05,1375.0,991.0,105272.46628320195,1.4414545454545455,0.0
2017-06-06,1390.0,998.0,99824.81330218393,1.4359712230215826,0.0
2017-06-07,1380.0,988.0,112227.71029812403,1.4318840579710146,0.0
2017-06-08,1358.0,990.0,78037.0378710856,1.4580265095729013,0.0
2017-06-09,1371.0,994.0,98666.61518081253,1.450036469730124,0.0
2017-06-10,1376.0,997.0,49471.78467164273,1.4491279069767442,0.0
2017-06-11,1343.0,988.0,50124.04789424837,1.4713328369322412,0.0
2017-06-12,1373.0,996.0,109131.4159808404,1.4508375819373633,0.0
2017-06-13,1422.0,998.0,99755.9686002651,1.4036568213783405,0.0
2017-06-14,1392.0,997.0,62830.450906335056,1.4324712643678161,0.0
2017-06-15,1394.0,980.0,102696.5259127872,1.406025824964132,0.0
2017-06-16,1400.0,997.0,116510.10128767914,1.4242857142857144,0.0
2017-06-17,1366.0,989.0,49276.282131231856,1.4480234260614935,0.0
2017-06-18,1301.0,988.0,40968.2946354429,1.5188316679477325,0.0
2017-06-19,1380.0,988.0,57011.41352152056,1.4304347826086956,0.0
2017-06-20,1427.0,998.0,41226.80442793331,1.398738612473721,0.0
2017-06-21,1354.0,986.0,29209.396985750485,1.4564254062038404,0.0
2017-06-22,1388.0,996.0,40357.239960628154,1.4351585014409223,0.0
2017-06-23,1406.0,995.0,70229.80426138261,1.4153627311522048,0.0
2017-06-24,1362.0,995.0,49499.356126470775,1.461086637298091,0.0
2017-06-25,1292.0,988.0,23072.332915582225,1.5294117647058822,0.0
2017-06-26,1386.0,987.0,33755.761453245155,1.4242424242424243,0.0
2017-06-27,1380.0,994.0,61056.63499788889,1.4405797101449276,0.0
2017-06-28,1356.0,992.0,47335.9788725159,1.463126843657817,0.0
2017-06-29,1384.0,996.0,155721.82461163308,1.439306358381503,0.0
2017-06-30,1330.0,994.0,45696.71610150763,1.4947368421052631,0.0
2017-07-01,1343.0,995.0,46564.86823560778,1.4817572598659716,0.0
2017-07-02,1336.0,997.0,40963.593000820605,1.4925149700598803,0.0
2017-07-03,1312.0,995.0,98539.99408208443,1.516768292682927,0.0
2017-07-04,1345.0,995.0,81627.94964549885,1.479553903345725,0.0
2017-07-05,1315.0,995.0,29682.050880321483,1.5133079847908746,0.0
2017-07-06,1274.0,967.0,47853.54504173952,1.5180533751962324,0.0
2017-07-07,1310.0,969.0,40331.342831216505,1.4793893129770992,0.0
2017-07-08,1293.0,979.0,38343.051262438836,1.51430781129157,0.0
2017-07-09,1288.0,979.0,22630.774739518998,1.5201863354037266,0.0
2017-07-10,1372.0,986.0,53137.359493786425,1.4373177842565599,0.0
2017-07-11,1359.0,985.0,53518.31529115517,1.4495952906548932,0.0
2017-07-12,1317.0,983.0,57411.524812581985,1.492786636294609,0.0
2017-07-13,1331.0,985.0,141216.73011238192,1.480090157776108,0.0
2017-07-14,1342.0,988.0,130668.53088460924,1.472429210134128,0.0
2017-07-15,1347.0,987.0,131029.18686413037,1.465478841870824,0.0
2017-07-16,1337.0,990.0,161276.56405097738,1.480927449513837,0.0
2017-07-17,1305.0,993.0,111994.45122399763,1.5218390804597701,0.0
2017-07-18,1362.0,997.0,132378.61078796344,1.4640234948604993,0.0
2017-07-19,1325.0,992.0,102522.67822543836,1.4973584905660378,0.0
2017-07-20,1320.0,993.0,114702.30124108816,1.5045454545454546,0.0
2017-07-21,1365.0,992.0,117693.28844380204,1.4534798534798534,0.0
2017-07-22,1298.0,990.0,45776.98379747696,1.5254237288135593,0.0
2017-07-23,1305.0,995.0,36322.19470311441,1.524904214559387,0.0
2017-07-24,1307.0,991.0,109319.65399630507,1.5164498852333588,0.0
2017-07-25,1328.0,983.0,125036.6452854564,1.480421686746988,0.0
2017-07-26,1310.0,987.0,94663.68537781073,1.5068702290076337,0.0
2017-07-27,1326.0,991.0,110567.96540119595,1.4947209653092006,0.0
2017-07-28,1338.0,988.0,151068.7100029005,1.4768310911808669,0.0
2017-07-29,1291.0,972.0,143089.47892573837,1.5058094500387296,0.0
2017-07-30,1242.0,951.0,81604.076571808,1.5314009661835748,0.0
2017-07-31,1335.0,968.0,46646.2751303502,1.450187265917603,0.0
2017-08-01,1329.0,970.0,48534.75618565723,1.4597441685477803,0.0
2017-08-02,1359.0,990.0,54853.059341464825,1.4569536423841059,0.0
2017-08-03,1281.0,969.0,32530.28043463266,1.5128805620608898,0.0
2017-08-04,1298.0,978.0,32614.236017807558,1.5069337442218798,0.0
2017-08-05,1333.0,985.0,42306.87497044371,1.4778694673668418,0.0
2017-08-06,1331.0,991.0,46546.27936665871,1.4891059353869271,0.0
2017-08-07,1333.0,975.0,48176.700887638544,1.4628657164291072,0.0
2017-08-08,1370.0,991.0,57658.95431144672,1.4467153284671532,0.0
2017-08-09,1378.0,990.0,84416.08261846029,1.4368650217706822,0.0
2017-08-10,1375.0,992.0,90049.42763697173,1.442909090909091,0.0
2017-08-11,1353.0,990.0,165221.16703799454,1.4634146341463414,0.0
2017-08-12,1378.0,993.0,177882.7486206402,1.4412191582002902,0.0
2017-08-13,1399.0,994.0,134266.05872160257,1.4210150107219441,0.0
2017-08-14,1377.0,995.0,100513.75879401884,1.4451706608569355,0.0
2017-08-15,1430.0,1000.0,71107.17642294234,1.3986013986013985,0.0
2017-08-16,1394.0,997.0,70002.02546951387,1.430416068866571,0.0
2017-08-17,1414.0,999.0,45746.994247802635,1.413012729844413,0.0
2017-08-18,1462.0,998.0,59747.65357585589,1.3652530779753762,0.0
2017-08-19,1379.0,997.0,47250.58678181686,1.4459753444525019,0.0
2017-08-20,1407.0,999.0,50289.738074438224,1.420042643923241,0.0
2017-08-21,1416.0,996.0,50148.326392334166,1.4067796610169492,0.0
2017-08-22,1351.0,984.0,60579.670154036794,1.456698741672835,0.0
2017-08-23,1372.0,986.0,45430.4272002924,1.4373177842565599,0.0
2017-08-24,1355.0,983.0,55058.59598596617,1.4509225092250924,0.0
2017-08-25,1392.0,994.0,42318.83104057804,1.4281609195402298,0.0
2017-08-26,1396.0,990.0,21937.349337375654,1.4183381088825215,0.0
2017-08-27,1392.0,995.0,84566.30409973091,1.4295977011494252,0.0
2017-08-28,1351.0,994.0,113095.3395076826,1.471502590673575,0.0
2017-08-29,1424.0,997.0,75894.2127177343,1.4002808988764044,0.0
2017-08-30,1441.0,997.0,140859.02440962856,1.3837612768910479,0.0
2017-08-31,1433.0,998.0,198709.32319253864,1.3928820655966503,0.0
2017-09-01,1478.0,998.0,59567.020841232355,1.3504736129905277,0.0
2017-09-02,1454.0,997.0,63161.42532203834,1.3713892709766162,0.0
2017-09-03,1396.0,999.0,58384.713928421384,1.4312320916905443,0.0
2017-09-04,1461.0,998.0,49740.505767230134,1.3661875427789185,0.0
2017-09-05,1404.0,998.0,49562.69657621253,1.4216524216524216,0.0
2017-09-06,1410.0,998.0,44898.765089950655,1.4141843971631205,0.0
2017-09-07,1416.0,990.0,67982.45689051191,1.3983050847457628,0.0
2017-09-08,1443.0,995.0,43541.078431031405,1.379071379071379,0.0
2017-09-09,1369.0,993.0,74281.22814931988,1.4506939371804237,0.0
2017-09-10,1374.0,996.0,86110.24013050881,1.4497816593886463,0.0
2017-09-11,1444.0,995.0,62924.440219012795,1.3781163434903048,0.0
2017-09-12,1478.0,997.0,76800.74161630175,1.3491204330175914,0.0
2017-09-13,1426.0,996.0,42740.184310225144,1.3969144460028051,0.0
2017-09-14,1398.0,996.0,57086.31344512008,1.4248927038626609,0.0
2017-09-15,1429.0,997.0,51787.096332366214,1.3953813855843247,0.0
2017-09-16,1315.0,988.0,32036.540207879058,1.502661596958175,0.0
2017-09-17,1321.0,993.0,50062.881488411775,1.5034065102195306,0.0
2017-09-18,1423.0,999.0,69652.22860957743,1.404075895994378,0.0
2017-09-19,1412.0,998.0,59295.23952148961,1.4135977337110481,0.0
2017-09-20,1428.0,998.0,48940.49458747418,1.3977591036414565,0.0
2017-09-21,1417.0,997.0,47097.374791979884,1.407198306280875,0.0
2017-09-22,1409.0,996.0,59735.330744936466,1.4137686302342087,0.0
2017-09-23,1393.0,998.0,39161.05937880879,1.432878679109835,0.0
2017-09-24,1369.0,995.0,32931.510024458374,1.4536157779401022,0.0
2017-09-25,1416.0,995.0,42081.14627414207,1.405367231638418,0.0
2017-09-26,1426.0,996.0,45029.158204901265,1.3969144460028051,0.0
2017-09-27,1442.0,996.0,50472.94266223002,1.3814147018030514,0.0
2017-09-28,1411.0,998.0,46096.99611122611,1.414599574769667,0.0
2017-09-29,1366.0,997.0,34559.463664843366,1.4597364568081992,0.0
2017-09-30,1386.0,994.0,34180.54806816726,1.4343434343434343,0.0
2017-10-01,1391.0,997.0,22721.095896273433,1.4335010783608915,0.0
2017-10-02,1430.0,995.0,36146.11085464607,1.3916083916083917,0.0
2017-10-03,1437.0,996.0,131560.8306333784,1.3862212943632568,0.0
2017-10-04,1450.0,994.0,71624.97684730185,1.3710344827586207,0.0
2017-10-05,1433.0,994.0,46891.78599719304,1.3872993719469644,0.0
2017-10-06,1435.0,990.0,42119.97989556555,1.3797909407665505,0.0
2017-10-07,1384.0,992.0,50204.638910258676,1.4335260115606936,0.0
2017-10-08,1400.0,992.0,45213.76637068023,1.417142857142857,0.0
2017-10-09,1377.0,973.0,46946.71200191569,1.413217138707335,0.0
2017-10-10,1424.0,998.0,44226.59254783065,1.401685393258427,0.0
2017-10-11,1402.0,995.0,37760.87631044195,1.4194008559201141,0.0
2017-10-12,1434.0,995.0,43453.471526641995,1.387726638772664,0.0
2017-10-13,1491.0,992.0,61216.7597737466,1.329309188464118,0.0
2017-10-14,1421.0,990.0,40913.33269244311,1.3933849401829697,0.0
2017-10-15,1426.0,981.0,46055.81562826381,1.3758765778401123,0.0
2017-10-16,1449.0,973.0,38618.60704552945,1.3429951690821256,0.0
2017-10-17,1390.0,988.0,39018.47606422326,1.4215827338129496,0.0
2017-10-18,1426.0,991.0,60122.220126795335,1.3899018232819074,0.0
2017-10-19,1441.0,989.0,55138.10723750557,1.3726578764746704,0.0
2017-10-20,1433.0,989.0,50687.366398752194,1.3803210048848569,0.0
2017-10-21,1444.0,998.0,43214.73477530194,1.3822714681440442,0.0
2017-10-22,1376.0,998.0,45886.51424272299,1.4505813953488371,0.0
2017-10-23,1447.0,999.0,41397.19075385682,1.3807878369039392,0.0
2017-10-24,1446.0,996.0,47158.320438621275,1.3775933609958506,0.0
2017-10-25,1398.0,1000.0,38136.20543118029,1.4306151645207439,0.0
2017-10-26,1420.0,998.0,40756.2063659223,1.4056338028169013,0.0
2017-10-27,1421.0,995.0,48582.3501107338,1.4004222378606614,0.0
2017-10-28,1410.0,998.0,63186.27151825042,1.4156028368794327,0.0
2017-10-29,1404.0,995.0,57682.52077842604,1.4173789173789173,0.0
2017-10-30,1449.0,996.0,55093.882418947665,1.3747412008281574,0.0
2017-10-31,1451.0,997.0,42636.12750295416,1.3742246726395588,0.0
2017-11-01,1429.0,995.0,52601.4794081701,1.3925822253324003,0.0
2017-11-02,1464.0,998.0,48763.72907128843,1.3633879781420766,0.0
2017-11-03,1414.0,996.0,55448.863890152315,1.4087694483734088,0.0
2017-11-04,1367.0,972.0,80321.46121128276,1.4220921726408193,0.0
2017-11-05,1412.0,994.0,38337.32772241527,1.4079320113314449,0.0
2017-11-06,1435.0,997.0,38828.80068779795,1.3895470383275261,0.0
2017-11-07,1417.0,996.0,27077.702710113364,1.405786873676782,0.0
2017-11-08,1461.0,997.0,50590.7395579947,1.3648186173853525,0.0
2017-11-09,1477.0,996.0,61361.55844541914,1.3486797562626947,0.0
2017-11-10,1445.0,997.0,49302.38239372893,1.379930795847751,0.0
2017-11-11,1462.0,994.0,83563.34434164868,1.359781121751026,0.0
2017-11-12,1484.0,995.0,59244.51972722773,1.3409703504043127,0.0
2017-11-13,1428.0,995.0,40243.04102432683,1.3865546218487395,0.0031512605042016808
2017-11-14,1455.0,996.0,41567.551710301865,1.3690721649484536,0.0
2017-11-15,1459.0,999.0,51837.23861213803,1.369431117203564,0.0
2017-11-16,1458.0,996.0,52155.94091219851,1.3662551440329218,0.0
2017-11-17,1491.0,998.0,51211.203880379806,1.3386988598256204,0.0
2017-11-18,1474.0,998.0,62103.64411467856,1.3541383989145184,0.0
2017-11-19,1440.0,995.0,88870.20566461916,1.3819444444444444,0.0
2017-11-20,1456.0,993.0,68362.61145459203,1.364010989010989,0.0
2017-11-21,1497.0,996.0,45166.55214261392,1.3306613226452906,0.0
2017-11-22,1470.0,997.0,46874.05376393815,1.3564625850340135,0.0
2017-11-23,1487.0,996.0,50351.25803800229,1.3396099529253531,0.0
2017-11-24,1469.0,998.0,45058.4007972543,1.3587474472430225,0.0
2017-11-25,1496.0,999.0,50312.84084842572,1.335561497326203,0.0
2017-11-26,1478.0,997.0,59815.39113613975,1.3491204330175914,0.0
2017-11-27,1485.0,997.0,56170.68364811404,1.3427609427609428,0.0
2017-11-28,1515.0,995.0,65033.63446139557,1.3135313531353134,0.0
2017-11-29,1508.0,998.0,64604.89526093514,1.323607427055703,0.0
2017-11-30,1521.0,997.0,71244.05483957593,1.3109796186719265,0.0
2017-12-01,1477.0,993.0,50843.71441527014,1.3419092755585647,0.0
2017-12-02,1451.0,992.0,54198.911759792696,1.3673328738800827,0.0
2017-12-03,1417.0,992.0,39877.09282047236,1.3987297106563161,0.0
2017-12-04,1535.0,995.0,40994.066476842316,1.296416938110749,0.0
2017-12-05,1513.0,999.0,18564.024494918653,1.3205551883674818,0.0
2017-12-06,1670.0,1000.0,23182.496326161232,1.1976047904191616,0.0
2017-12-07,1565.0,998.0,21017.829072242843,1.2753993610223642,0.0
2017-12-08,1432.0,942.0,16176.627078632158,1.3156424581005586,0.0
2017-12-09,1396.0,926.0,13287.476983985223,1.326647564469914,0.0
2017-12-10,1367.0,928.0,14971.702061693246,1.357717629846379,0.0
2017-12-11,1403.0,985.0,9144.854458760392,1.4041339985744832,0.0
2017-12-12,1489.0,996.0,15854.728282995584,1.3378106111484218,0.0
2017-12-13,1575.0,990.0,14011.865725985866,1.2571428571428571,0.0
2017-12-14,1616.0,999.0,15495.479632227974,1.2363861386138615,0.0
2017-12-15,1558.0,987.0,13343.357016046473,1.2670089858793325,0.0
2017-12-16,1574.0,992.0,11759.77395130916,1.2604828462515882,0.0
2017-12-17,1590.0,997.0,12118.010123014432,1.2540880503144654,0.0
2017-12-18,1596.0,1000.0,10912.594135688658,1.2531328320802004,0.0
2017-12-19,1637.0,1000.0,12025.418216126496,1.2217470983506413,0.0
2017-12-20,1633.0,988.0,14965.518497525565,1.210042865890998,0.0
2017-12-21,1688.0,999.0,14490.711520232784,1.183649289099526,0.0
2017-12-22,1621.0,995.0,16414.298883312018,1.2276372609500308,0.0
2017-12-23,1640.0,1000.0,14729.053982374387,1.2182926829268292,0.0
2017-12-24,1609.0,997.0,16395.075939444978,1.2392790553138595,0.0
2017-12-25,1524.0,999.0,10993.189380420044,1.311023622047244,0.0
2017-12-26,1540.0,999.0,13535.061637044899,1.2974025974025973,0.0
2017-12-27,1633.0,999.0,13941.458810690167,1.2235150030618493,0.0
2017-12-28,1607.0,998.0,16573.355049635316,1.2420659614187928,0.0
2017-12-29,1625.0,1000.0,15081.979423697412,1.2307692307692308,0.0
2017-12-30,1673.0,999.0,16890.520038989096,1.1942618051404663,0.0
2017-12-31,1609.0,992.0,12549.264198569812,1.233064014916097,0.0
2018-01-01,1538.0,999.0,12028.485192906779,1.2990897269180754,0.0
2018-01-02,1612.0,1000.0,18698.431114904168,1.2406947890818858,0.0
2018-01-03,1691.0,999.0,13738.897628011495,1.1815493790656417,0.0
2018-01-04,1701.0,999.0,15248.843695015279,1.1746031746031746,0.0
2018-01-05,1711.0,994.0,18927.957307525212,1.1618936294564581,0.0
2018-01-06,1659.0,991.0,15162.42588886371,1.1946955997588908,0.0
2018-01-07,1619.0,999.0,16986.43507485733,1.234095120444719,0.0
2018-01-08,1587.0,996.0,13000.958347831012,1.2551984877126654,0.0
2018-01-09,1595.0,1000.0,15911.879239145306,1.2539184952978057,0.0
2018-01-10,1662.0,999.0,19668.750084349846,1.2021660649819494,0.0
