model_variant,RMSE,QLIKE
GARCH_ridge_adj,0.002011884671526706,1.9558560128161493
GARCH_lasso_base,0.0020646353114101273,1.9729845938058077
GARCH_ridge_base,0.0020646353114101273,1.9729845938058077
EGARCH_ridge_adj,0.002057982666275364,2.013930740424263
EGARCH_lasso_base,0.002114827158796725,2.016855021797213
EGARCH_ridge_base,0.002114827158796725,2.016855021797213
GARCH_lasso_adj,0.003922050462567815,2.41702041639564
EGARCH_lasso_adj,0.004350317458501421,2.4525966650888207
