timestamp,realized_var,GARCH_lasso_base,GARCH_lasso_adj,GARCH_ridge_base,GARCH_ridge_adj,EGARCH_lasso_base,EGARCH_lasso_adj,EGARCH_ridge_base,EGARCH_ridge_adj
2021-10-20,0.0007063812889438844,0.0014247977542632784,0.010527910535881771,0.0014247977542632784,0.0014348255635566725,0.0017990633312852684,0.013293379880395905,0.0017990633312852684,0.001803646578609952
2021-10-21,0.003484265635645962,0.00142847267446524,0.00603449214507012,0.00142847267446524,0.0014221646742719946,0.0018830667918557004,0.006293125888931147,0.0018830667918557004,0.0017503413026649089
2021-10-22,0.0006102012085529707,0.0013785159041624392,0.010185931349124372,0.0013785159041624392,0.001830511459563344,0.0018742846584476212,0.012568321892827682,0.0018742846584476212,0.0023086667779014377
2021-10-23,0.00013201102049558263,0.001607280977030614,0.0076956985896696395,0.001607280977030614,0.0012019819395687557,0.002214044801138493,0.009223752355487886,0.002214044801138493,0.0014656039441279009
2021-10-24,5.725179127225139e-05,0.0015293988790789884,0.003770869049425957,0.0015293988790789884,0.0012626809470659595,0.0021559061351258168,0.0037195193032113993,0.0021559061351258168,0.0015314444732016839
2021-10-25,0.0011578553305470402,0.0014118807490337646,0.0038272756617025237,0.0014118807490337646,0.0011868005257401567,0.0019707733770030714,0.003875108297774308,0.0019707733770030714,0.0014344705207337723
2021-10-26,0.0018815802740462535,0.0012985145975530673,0.009594797206599972,0.0012985145975530673,0.001410283271153547,0.0017674389257001917,0.013059705373432439,0.0017674389257001917,0.001762386328456907
2021-10-27,0.0010025990082236892,0.0013054470103565734,0.009646021193706023,0.0013054470103565734,0.001471170628754196,0.0018381493241703228,0.013582188474505976,0.0018381493241703228,0.0018469992536403667
2021-10-28,0.0012912876856898108,0.0013825230008024238,0.005587579649977704,0.0013825230008024238,0.0016271273092971926,0.0020006302174264945,0.005352954955286526,0.0020006302174264945,0.0020103285042652307
2021-10-29,0.0006835283705545173,0.0013653232953150887,0.010027538355792398,0.0013653232953150887,0.0015109231391878019,0.002028587635088269,0.01122888408791585,0.002028587635088269,0.001870252883828048
2021-10-30,2.9863496721066695e-05,0.0013782171778705826,0.007230204790781075,0.0013782171778705826,0.0013276746264063448,0.002100112701721505,0.008085500341237463,0.002100112701721505,0.001618875957958231
2021-10-31,8.557542550124316e-05,0.001330086924610045,0.007897434180656561,0.001330086924610045,0.0010772101520073775,0.002067078798804804,0.009542865464956229,0.002067078798804804,0.0013073979128025498
2021-11-01,2.6449935371286137e-05,0.0012220606398028477,0.0013961280714227273,0.0012220606398028477,0.0016289882080178302,0.0018354582254809578,0.0009784141099312223,0.0018354582254809578,0.0019498726913825544
2021-11-02,0.001279913400053048,0.0011296899891906763,0.006034451268915684,0.0011296899891906763,0.0010020231323627155,0.001668452342845807,0.007286625995415757,0.001668452342845807,0.0011995479362062482
2021-11-03,1.6506389482753714e-05,0.001042049743032506,0.007699764009143455,0.001042049743032506,0.0013108116523976403,0.0014844785144360404,0.010968895020825136,0.0014844785144360404,0.0016363820477621274
2021-11-04,0.0005953128725575687,0.0010853266668813973,0.0013993564279854212,0.0010853266668813973,0.0014696967019049382,0.0015916624948958931,0.0010326872687268468,0.0015916624948958931,0.0017581193971868718
2021-11-05,2.8388960643670148e-05,0.0010001805424029052,0.004857459373363066,0.0010001805424029052,0.0014351809311526828,0.0014091144490474663,0.004823100768090264,0.0014091144490474663,0.0017508608909354677
2021-11-06,4.292750421855648e-05,0.000979663569394275,0.003522258509087224,0.000979663569394275,0.0010338617178098565,0.00141815841675092,0.0038053293789299006,0.00141815841675092,0.0012275604474239173
2021-11-07,0.0008310352229592206,0.0009047058896500531,0.002973908711055115,0.0009047058896500531,0.0011384366405220736,0.001269987344104168,0.002945820891806138,0.001269987344104168,0.0013505946422464118
2021-11-08,0.004199760731542185,0.0008409793720262054,0.0062140437579451015,0.0008409793720262054,0.0012825599632681607,0.0011487282939552674,0.00848801780646437,0.0011487282939552674,0.001588508309783869
2021-11-09,7.823577954297456e-05,0.0008653204511811996,0.006393901357329866,0.0008653204511811996,0.0016770320497433852,0.0012187670720697423,0.009005538267052781,0.0012187670720697423,0.0021293644082588576
2021-11-10,0.0008974916753586927,0.001212423833196085,0.004604281437483653,0.001212423833196085,0.0011981985343225653,0.0016178642808906925,0.004813127203147866,0.0016178642808906925,0.0014507635082101668
2021-11-11,4.854579250014674e-07,0.001121683968270449,0.007460019451541675,0.001121683968270449,0.0013243289187759642,0.0014711122800004073,0.008545945141063584,0.0014711122800004073,0.0016181115160282247
2021-11-12,0.0001513007631517944,0.0011194538628800474,0.0023883517989579956,0.0011194538628800474,0.001131112584408368,0.001525562219016443,0.0022435054037124127,0.001525562219016443,0.001341392024165277
2021-11-13,2.377502208442464e-05,0.001029643965928914,0.003054999552955461,0.001029643965928914,0.0012899995450899174,0.0013276698393952478,0.002880586253718675,0.0013276698393952478,0.0015539854024127287
2021-11-14,0.00023565579956517953,0.0009631995489993084,0.004228676691296723,0.0009631995489993084,0.0011624659322865716,0.0012456461635941423,0.00435820527395086,0.0012456461635941423,0.0014013003439989115
2021-11-15,0.0008757400764525922,0.0008908427462712258,0.005387581618595438,0.0008908427462712258,0.0012501701177900176,0.0011157666460052053,0.0057566205147535614,0.0011157666460052053,0.0015226460681874493
2021-11-16,0.0030164759810172603,0.0008474935515372696,0.006262177395790859,0.0008474935515372696,0.0012574702296930267,0.001076499385780559,0.007954314351996939,0.001076499385780559,0.0015644035646104058
2021-11-17,1.177152029759055e-05,0.0008734497022625353,0.006453968849612147,0.0008734497022625353,0.0015900762957199708,0.0011529608438330722,0.008519292354952992,0.0011529608438330722,0.0020268970443012967
2021-11-18,0.0034133346111881136,0.0011020835872200103,0.00406714940056054,0.0011020835872200103,0.0010653079152220483,0.0014494138168651457,0.004402761056913017,0.0014494138168651457,0.0012756726410135739
2021-11-19,0.00041889698567819996,0.001018857798264875,0.007528397428212128,0.001018857798264875,0.0017319273027835312,0.0012859136861306897,0.009501688365202366,0.0012859136861306897,0.002194330957349642
2021-11-20,0.0007173001431919594,0.0012730041307393086,0.009406298936203199,0.0012730041307393086,0.001270571707600661,0.001616145771960051,0.011941791773062399,0.001616145771960051,0.001569781964706126
2021-11-21,0.0002665466231851924,0.001210098206100537,0.006344856804387314,0.001210098206100537,0.0014380644120271203,0.0015698767282012333,0.006622871449891908,0.0015698767282012333,0.0017610106582198702
2021-11-22,0.0018023857995158757,0.0011816861330045457,0.008351194388681938,0.0011816861330045457,0.0012467284221905368,0.0015855773541158093,0.00970115754293176,0.0015855773541158093,0.0015279036343147142
2021-11-23,0.0005054065162781596,0.0011139293721003384,0.008230886620695996,0.0011139293721003384,0.0013724173889179355,0.0015063710711040697,0.011130660350194223,0.0015063710711040697,0.001701962866558563
2021-11-24,0.0005125116416372901,0.0012016639990920343,0.007815982351194843,0.0012016639990920343,0.0012606321412116043,0.0016720806361897828,0.00907744219211077,0.0016720806361897828,0.0015291800484247026
2021-11-25,0.00030666447576937166,0.001153710889819102,0.004982714183014546,0.001153710889819102,0.0013298042138960705,0.0016385747688746229,0.005171835840921378,0.0016385747688746229,0.001600704242675419
2021-11-26,0.004472105263034059,0.0011109066559438507,0.005837474840329752,0.0011109066559438507,0.0012789418688446276,0.001610104026916067,0.00628800288556265,0.001610104026916067,0.0015523532297603358
2021-11-27,0.000528101983377637,0.0010557846405592991,0.0078012519374819934,0.0010557846405592991,0.002106547897541644,0.0015434448486131768,0.011404600572008289,0.0015434448486131768,0.0026587035547520517
2021-11-28,0.0018866327811093758,0.001411899085389608,0.0078715434948229,0.001411899085389608,0.0012628994607953965,0.001965087428168838,0.009220907545852544,0.001965087428168838,0.0015424700464679174
2021-11-29,9.412267667015409e-05,0.001347741041567942,0.006135088987000925,0.001347741041567942,0.0016587088432026722,0.0019079301786972091,0.006111769468072629,0.0019079301786972091,0.002019695846423501
2021-11-30,0.00019476777062308066,0.0014202598938272586,0.006514518960005711,0.0014202598938272586,0.0011045341978533905,0.002065792358989111,0.007703555155165245,0.002065792358989111,0.0013337122132675218
2021-12-01,1.5435318062467217e-05,0.0013098238409958937,0.006926119819011613,0.0013098238409958937,0.0011477387908885154,0.0018729195701265593,0.008195515260525248,0.0018729195701265593,0.0013881922402520788
2021-12-02,0.00017496152107593322,0.001220374147523283,0.0025435252698569706,0.001220374147523283,0.0011808802323098804,0.0017440467379431616,0.0023777291279790847,0.0017440467379431616,0.0013937722970801386
2021-12-03,0.0027385948582490808,0.001122483277214705,0.0031369138803561433,0.001122483277214705,0.0013349429745138904,0.001542646849310485,0.002899826805246138,0.001542646849310485,0.0015905052953479192
2021-12-04,0.007328803433483328,0.0010518483839586728,0.00777216671664018,0.0010518483839586728,0.0018170382924560305,0.0014433860508815991,0.010665260502378105,0.0014433860508815991,0.0022587692579621546
2021-12-05,1.1639672820110715e-05,0.001242557871308721,0.009181329817267991,0.001242557871308721,0.0018700036327676036,0.0017171615524084857,0.012688203041673144,0.0017171615524084857,0.0023901178764618243
2021-12-06,0.0005899325366125631,0.0018594884076163529,0.0030366853543726357,0.0018594884076163529,0.0011278396846818545,0.002372750312423355,0.0030157357391228,0.002372750312423355,0.0013322088129913508
2021-12-07,5.379930582362284e-06,0.0016985558922651186,0.004161307052880869,0.0016985558922651186,0.0015513639707580968,0.0020782344186427875,0.0038039419764808445,0.0020782344186427875,0.0018773881411968249
2021-12-08,1.4894090138582918e-05,0.0016089383478341945,0.006363911810508496,0.0016089383478341945,0.0012153612475311589,0.0020271608365597282,0.006798855243868224,0.0020271608365597282,0.0014806144833283091
