timestamp,realized_var,garch_var,garchx_var
2017-01-03,0.000457504071145488,0.00142320324519038,0.00142320324519038
2017-01-04,0.0101929913093653,0.00135678710428305,0.00134126835521459
2017-01-05,0.0170498960062438,0.00213538914270775,0.0022653274916431
2017-01-06,0.0135045877389272,0.0034371794095005,0.00381838775675646
2017-01-07,4.97186814910323e-05,0.00431983425073212,0.00488414473421692
2017-01-08,8.25308530540073e-06,0.00396567134169394,0.00447334165656253
2017-01-09,8.51785845901581e-05,0.00363881800062448,0.00408753784918695
2017-01-10,2.87161725325392e-05,0.00334709840189305,0.00374388608403353
2017-01-11,0.0238630351100037,0.00307595036782846,0.00341831574438272
2017-01-12,0.00117113604523452,0.00488303284052415,0.00556022795957179
2017-01-13,0.000552959803460794,0.00457642674688954,0.00519848190088093
2017-01-14,4.60397687024149e-05,0.00424326904398398,0.00479858087673174
2017-01-15,1.70464023713343e-05,0.00389546570747513,0.0043673101001552
2017-01-16,0.000138711696050369,0.00357549250745178,0.00397477685335989
2017-01-17,0.00772709524494751,0.0032939097784344,0.00361792928355004
2017-01-18,0.000564626870781939,0.00369102196779396,0.00421194426454771
2017-01-19,0.000194603265364434,0.00343607983034976,0.00388924626573298
2017-01-20,2.03532813838253e-05,0.00317147229702191,0.00354496171362188
2017-01-21,0.00086810251145969,0.00291491845720863,0.00323277032002795
2017-01-22,9.75802868414634e-06,0.00275381522507914,0.00304437679079995
2017-01-23,1.57374184137451e-05,0.00253276893681261,0.00275587367638135
2017-01-24,0.000975754093640868,0.00233151395793668,0.00249556846930302
2017-01-25,9.742861144176e-05,0.00223056513868854,0.0023609810749008
2017-01-26,0.000311158486862178,0.00206270520770722,0.00214297358820882
2017-01-27,5.54879046886013e-06,0.00192790726225087,0.00197490531681742
2017-01-28,3.99429940766882e-06,0.00177851966436515,0.00177375505849058
2017-01-29,5.17473907968711e-06,0.00164202509113177,0.00158212858176742
2017-01-30,9.27675068613861e-07,0.00151753499264854,0.0014034020203108
2017-01-31,0.00280080611948747,0.00140353467820355,0.00125398019189691
2017-02-01,0.000361233084082083,0.00154083294880407,0.00139968418090231
2017-02-02,0.000518408793465784,0.00145586032997356,0.00129682053344892
2017-02-03,0.000314726836097499,0.00139184655690268,0.00121666259436507
2017-02-04,0.000157097761428068,0.00131585700798312,0.00113300698660197
2017-02-05,0.000225973450327671,0.00123290589373427,0.00127157939310373
2017-02-06,0.000109566510060002,0.00116312563305422,0.00115840319972001
2017-02-07,0.000488469813922667,0.00108939580376953,0.00105287188226284
2017-02-08,2.6219327561444e-06,0.001054757961815,0.000985473152684064
2017-02-09,0.00446140331827511,0.000981259179004617,0.000865468460587847
2017-02-10,3.31519975517815e-05,0.00129852925150073,0.00122264619207156
2017-02-11,0.000250612848277204,0.001206404692239,0.00108742728289769
2017-02-12,2.76617663831532e-05,0.00114105939789887,0.00100494334774431
2017-02-13,7.36631999113121e-05,0.00106219338720888,0.00109410670518805
2017-02-14,0.00019437099861164,0.000994170171932792,0.000999189302006389
2017-02-15,8.48251789812032e-06,0.000942484128987819,0.000919998458089946
2017-02-16,0.000384868684453184,0.000879281144790242,0.000827707730938874
2017-02-17,0.000327749691849102,0.000854035192550468,0.000796041678414157
2017-02-18,6.11026971685801e-05,0.000826066941097185,0.000756863338150207
2017-02-19,3.8829930373197e-05,0.000777551877039829,0.000692467068083079
2017-02-20,0.0009110120775262,0.000731347490031545,0.000630093740689949
2017-02-21,0.00103561460083864,0.000764356822747999,0.000660183572262896
2017-02-22,3.67424320899203e-06,0.000805228736658268,0.000697620089020128
2017-02-23,0.00186244599844774,0.000753580328718492,0.000827316507352716
2017-02-24,3.53762017735836e-05,0.000866667185947678,0.000943238691805791
2017-02-25,0.000663225479560671,0.000812393967739106,0.00101407466722343
2017-02-26,0.000342313311515186,0.000816975910878302,0.000987829803592101
2017-02-27,0.00015866640586055,0.000793494760028861,0.00111157628265217
2017-02-28,0,0.000756230350698965,0.0012070592148186
2017-03-01,0.0012537939362547,0.000708538012133803,0.00110996026264211
2017-03-02,0.000531454202750279,0.000773085161164631,0.00115249631447392
2017-03-03,0.000360509773458149,0.000769735888460786,0.00168741296210769
2017-03-04,0.000245963420243788,0.000751942789218292,0.00176982664077748
2017-03-05,9.0088536438967e-05,0.00072582707993515,0.00188989724865004
2017-03-06,2.02151705996331e-05,0.000688551879945334,0.00174794753796465
2017-03-07,0.00155980802110146,0.000648503902578059,0.00161712062840973
2017-03-08,0.0038423120506317,0.000744665476389274,0.00166143740928286
2017-03-09,0.00108383459253777,0.00102919978088503,0.00190910524876074
2017-03-10,0.00387976935751259,0.00105113333020654,0.00186148921758285
2017-03-11,0.00266033679760946,0.00131217168621979,0.00211435665849112
2017-03-12,0.00144454171713234,0.00144532821889952,0.00221824204964754
2017-03-13,7.38326474461936e-05,0.00146206815031739,0.00218851112141058
2017-03-14,4.27378080448313e-05,0.00135918931787153,0.00203255086702233
2017-03-15,5.9600118372145e-05,0.00126260135112001,0.00188443345918733
2017-03-16,0.00257253524825003,0.00117588971034684,0.00174617467298279
2017-03-17,0.00586634881951985,0.00131336167985849,0.00186911349584646
2017-03-18,0.0148962242836702,0.00172278173464156,0.00233835314892352
2017-03-19,0.00392026546010934,0.00287489996215392,0.00370027120976532
2017-03-20,0.000279874796903137,0.00298039152558194,0.00387269667742079
2017-03-21,0.00372101497250969,0.00276287196378705,0.00358022428604071
2017-03-22,0.00433489926897272,0.00286095673447042,0.00367492692495546
2017-03-23,0.000102147482723692,0.00300340679288984,0.00397964222904192
2017-03-24,0.0104819015799846,0.00276855963735779,0.00380176579874295
2017-03-25,0.00136299805124753,0.00344895595102366,0.00456157868553459
2017-03-26,3.89734285315787e-05,0.0032839445142565,0.00433877425489519
2017-03-27,0.00617712824927822,0.0030191878844212,0.00399209922092423
2017-03-28,1.73906609767131e-06,0.00330664507582863,0.00430405187903329
2017-03-29,4.73395326832761e-05,0.00303669918481635,0.00394192551267746
2017-03-30,0.00017174164936019,0.00279422423728487,0.00373090687720161
2017-03-31,0.00186998903089523,0.00258361761316899,0.00356083204184026
2017-04-01,6.55081833693733e-05,0.00253777021122825,0.00347947431046246
2017-04-02,0.000394304686999766,0.00234036948744326,0.00321545045580913
2017-04-03,0.00137521139662015,0.00218852585928283,0.00298374404774365
2017-04-04,8.60299961044151e-05,0.00213448035949967,0.00289003972735331
2017-04-05,5.62818617313079e-05,0.00197401670347421,0.00267075648678018
2017-04-06,0.00251959906884663,0.00182498156437949,0.00262997382449996
2017-04-07,2.40022727491928e-05,0.00190128761792284,0.00268755514736339
2017-04-08,6.52207426610274e-07,0.00175581207152584,0.00249508422622256
2017-04-09,0.000101717172872405,0.00162100956762103,0.00249491780180857
2017-04-10,3.8831553766459e-07,0.00150667431346279,0.00231109503381571
2017-04-11,0.000223479783333078,0.00139357458701741,0.00212326896345499
2017-04-12,1.48844358589027e-05,0.00130956859521301,0.00198407694600701
2017-04-13,0.000688623602272506,0.00121490665815632,0.00182311677569098
2017-04-14,2.2177021943457e-06,0.00118657773238184,0.00176221124411152
2017-04-15,1.8116010919025e-05,0.00110154904241395,0.00163650603990765
2017-04-16,7.82786145005876e-05,0.0010253055767379,0.00172856556500786
2017-04-17,8.52085586375528e-05,0.000960896945905745,0.00160928034576488
2017-04-18,0.000218033153603697,0.000902702312819536,0.00148031475135105
2017-04-19,1.29863579426093e-06,0.000861032273629012,0.00139599335980284
2017-04-20,0.0002373403280237,0.000804312853451981,0.00129814332395034
2017-04-21,3.2902497716838e-05,0.00077288698974418,0.00123450955045802
2017-04-22,6.19935719189923e-05,0.00072657843282241,0.0011556070584305
