forecast_date,generated_at,last_train_date,N_used,baseline_var,baseline_vol_pct,ridge_adj_var,ridge_adj_vol_pct,realized_var,realized_vol_pct,abs_error_pct,rel_error_pct,qlike
2025-10-27,2025-11-12 00:00:00+00:00,2025-10-26 00:00:00,1000,0.0005682343168945,2.3837665927992946,0.0006994415063191,2.644695646608759,2.260628742628094e-05,0.47546069686443,2.169234949744329,456.23854170281743,2.4643745793482883
2025-11-13,2025-11-12 00:00:00+00:00,2025-11-12 00:00:00,1000,0.0006072918220403443,2.464329162348943,0.0007506704420453239,2.73983656820133,,,,,
